Network,Sites,Correlation,Days_Apart,Scanner1,Scanner2,Scanner_Label
LIM,ISMD1 vs MNI1 ,0.62,0,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs MNI2 ,0.65,377,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs MNI3 ,0.65,377,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs MNI4 ,0.64,917,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs EDM1 ,0.71,924,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs RRI1 ,0.66,1049,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs SASK1 ,0.76,1129,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs SUN1 ,0.69,1009,Siemens,Siemens,SiemensSiemens
LIM,ISMD1 vs TWH1 ,0.49,1262,Siemens,GE,SiemensGE
LIM,ISMD1 vs VIC1 ,0.55,1130,Siemens,GE,SiemensGE
LIM,ISMD2 vs ISMD3 ,0.84,377,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs MNI1 ,0.71,540,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs MNI2 ,0.76,163,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs MNI3 ,0.76,163,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs MNI4 ,0.72,377,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs EDM1 ,0.79,384,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs RRI1 ,0.75,509,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs SASK1 ,0.78,589,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs SUN1 ,0.72,469,Siemens,Siemens,SiemensSiemens
LIM,ISMD2 vs TWH1 ,0.52,722,Siemens,GE,SiemensGE
LIM,ISMD2 vs VIC1 ,0.58,590,Siemens,GE,SiemensGE
LIM,ISMD3 vs MNI1 ,0.69,917,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs MNI2 ,0.74,540,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs MNI3 ,0.74,540,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs MNI4 ,0.73,0,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs EDM1 ,0.81,7,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs RRI1 ,0.78,132,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs SASK1 ,0.8,212,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs SUN1 ,0.74,92,Siemens,Siemens,SiemensSiemens
LIM,ISMD3 vs TWH1 ,0.49,345,Siemens,GE,SiemensGE
LIM,ISMD3 vs VIC1 ,0.6,213,Siemens,GE,SiemensGE
LIM,MNI1 vs MNI2 ,0.84,377,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs MNI3 ,0.84,377,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs MNI4 ,0.77,917,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs EDM1 ,0.74,924,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs RRI1 ,0.78,1049,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs SASK1 ,0.67,1129,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs SUN1 ,0.73,1009,Siemens,Siemens,SiemensSiemens
LIM,MNI1 vs TWH1 ,0.6,1262,Siemens,GE,SiemensGE
LIM,MNI1 vs VIC1 ,0.63,1130,Siemens,GE,SiemensGE
LIM,MNI2 vs MNI3 ,1,0,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs MNI4 ,0.78,540,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs EDM1 ,0.78,547,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs RRI1 ,0.82,672,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs SASK1 ,0.68,752,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs SUN1 ,0.76,632,Siemens,Siemens,SiemensSiemens
LIM,MNI2 vs TWH1 ,0.54,885,Siemens,GE,SiemensGE
LIM,MNI2 vs VIC1 ,0.65,753,Siemens,GE,SiemensGE
LIM,MNI3 vs MNI4 ,0.78,540,Siemens,Siemens,SiemensSiemens
LIM,MNI3 vs EDM1 ,0.78,547,Siemens,Siemens,SiemensSiemens
LIM,MNI3 vs RRI1 ,0.82,672,Siemens,Siemens,SiemensSiemens
LIM,MNI3 vs SASK1 ,0.68,752,Siemens,Siemens,SiemensSiemens
LIM,MNI3 vs SUN1 ,0.76,632,Siemens,Siemens,SiemensSiemens
LIM,MNI3 vs TWH1 ,0.54,885,Siemens,GE,SiemensGE
LIM,MNI3 vs VIC1 ,0.65,753,Siemens,GE,SiemensGE
LIM,MNI4 vs EDM1 ,0.76,7,Siemens,Siemens,SiemensSiemens
LIM,MNI4 vs RRI1 ,0.78,132,Siemens,Siemens,SiemensSiemens
LIM,MNI4 vs SASK1 ,0.65,212,Siemens,Siemens,SiemensSiemens
LIM,MNI4 vs SUN1 ,0.74,92,Siemens,Siemens,SiemensSiemens
LIM,MNI4 vs TWH1 ,0.57,345,Siemens,GE,SiemensGE
LIM,MNI4 vs VIC1 ,0.65,213,Siemens,GE,SiemensGE
LIM,EDM1 vs RRI1 ,0.82,125,Siemens,Siemens,SiemensSiemens
LIM,EDM1 vs SASK1 ,0.78,205,Siemens,Siemens,SiemensSiemens
LIM,EDM1 vs SUN1 ,0.77,85,Siemens,Siemens,SiemensSiemens
LIM,EDM1 vs TWH1 ,0.55,338,Siemens,GE,SiemensGE
LIM,EDM1 vs VIC1 ,0.64,206,Siemens,GE,SiemensGE
LIM,RRI1 vs SASK1 ,0.7,80,Siemens,Siemens,SiemensSiemens
LIM,RRI1 vs SUN1 ,0.84,40,Siemens,Siemens,SiemensSiemens
LIM,RRI1 vs TWH1 ,0.55,213,Siemens,GE,SiemensGE
LIM,RRI1 vs VIC1 ,0.69,81,Siemens,GE,SiemensGE
LIM,SASK1 vs SUN1 ,0.68,120,Siemens,Siemens,SiemensSiemens
LIM,SASK1 vs TWH1 ,0.52,133,Siemens,GE,SiemensGE
LIM,SASK1 vs VIC1 ,0.53,1,Siemens,GE,SiemensGE
LIM,SUN1 vs TWH1 ,0.49,253,Siemens,GE,SiemensGE
LIM,SUN1 vs VIC1 ,0.61,121,Siemens,GE,SiemensGE
LIM,TWH1 vs VIC1 ,0.63,132,GE,GE,GEGE
FPN,CHUM1 vs CHUM2 ,0.77,873,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CHUS1 ,0.62,112,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CHUS2 ,0.72,293,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CHUS3 ,0.59,854,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CINQ1 ,0.65,22,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CINQ2 ,0.53,281,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs CINQ3 ,0.71,867,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs UBC1 ,0.6,823,Philips,Philips,PhilipsPhilips
FPN,CHUM1 vs IUGM1 ,0.6,43,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs IUGM2 ,0.58,250,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs IUGM3 ,0.66,845,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs ISMD1 ,0.57,44,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs ISMD2 ,0.71,496,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs ISMD3 ,0.68,873,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs MNI1 ,0.66,44,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs MNI2 ,0.59,333,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs MNI3 ,0.59,333,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs MNI4 ,0.6,873,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs EDM1 ,0.74,880,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs RRI1 ,0.66,1005,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs SASK1 ,0.7,1085,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs SUN1 ,0.64,965,Philips,Siemens,PhilipsSiemens
FPN,CHUM1 vs TWH1 ,0.58,1218,Philips,GE,PhilipsGE
FPN,CHUM1 vs VIC1 ,0.55,1086,Philips,GE,PhilipsGE
FPN,CHUM2 vs CHUS1 ,0.64,761,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs CHUS2 ,0.74,580,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs CHUS3 ,0.64,19,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs CINQ1 ,0.76,895,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs CINQ2 ,0.59,592,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs CINQ3 ,0.83,6,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs UBC1 ,0.64,50,Philips,Philips,PhilipsPhilips
FPN,CHUM2 vs IUGM1 ,0.71,916,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs IUGM2 ,0.69,623,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs IUGM3 ,0.72,28,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs ISMD1 ,0.57,917,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs ISMD2 ,0.67,377,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs ISMD3 ,0.66,0,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs MNI1 ,0.71,917,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs MNI2 ,0.68,540,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs MNI3 ,0.68,540,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs MNI4 ,0.68,0,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs EDM1 ,0.71,7,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs RRI1 ,0.72,132,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs SASK1 ,0.62,212,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs SUN1 ,0.65,92,Philips,Siemens,PhilipsSiemens
FPN,CHUM2 vs TWH1 ,0.71,345,Philips,GE,PhilipsGE
FPN,CHUM2 vs VIC1 ,0.69,213,Philips,GE,PhilipsGE
FPN,CHUS1 vs CHUS2 ,0.59,181,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs CHUS3 ,0.6,742,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs CINQ1 ,0.58,134,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs CINQ2 ,0.43,169,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs CINQ3 ,0.57,755,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs UBC1 ,0.56,711,Philips,Philips,PhilipsPhilips
FPN,CHUS1 vs IUGM1 ,0.49,155,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs IUGM2 ,0.49,138,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs IUGM3 ,0.58,733,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs ISMD1 ,0.42,156,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs ISMD2 ,0.59,384,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs ISMD3 ,0.6,761,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs MNI1 ,0.5,156,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs MNI2 ,0.46,221,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs MNI3 ,0.46,221,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs MNI4 ,0.46,761,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs EDM1 ,0.62,768,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs RRI1 ,0.53,893,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs SASK1 ,0.59,973,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs SUN1 ,0.49,853,Philips,Siemens,PhilipsSiemens
FPN,CHUS1 vs TWH1 ,0.54,1106,Philips,GE,PhilipsGE
FPN,CHUS1 vs VIC1 ,0.5,974,Philips,GE,PhilipsGE
FPN,CHUS2 vs CHUS3 ,0.66,561,Philips,Philips,PhilipsPhilips
FPN,CHUS2 vs CINQ1 ,0.72,315,Philips,Philips,PhilipsPhilips
FPN,CHUS2 vs CINQ2 ,0.57,12,Philips,Philips,PhilipsPhilips
FPN,CHUS2 vs CINQ3 ,0.73,574,Philips,Philips,PhilipsPhilips
FPN,CHUS2 vs UBC1 ,0.66,530,Philips,Philips,PhilipsPhilips
FPN,CHUS2 vs IUGM1 ,0.67,336,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs IUGM2 ,0.67,43,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs IUGM3 ,0.72,552,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs ISMD1 ,0.61,337,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs ISMD2 ,0.69,203,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs ISMD3 ,0.66,580,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs MNI1 ,0.71,337,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs MNI2 ,0.67,40,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs MNI3 ,0.67,40,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs MNI4 ,0.65,580,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs EDM1 ,0.69,587,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs RRI1 ,0.7,712,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs SASK1 ,0.64,792,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs SUN1 ,0.68,672,Philips,Siemens,PhilipsSiemens
FPN,CHUS2 vs TWH1 ,0.65,925,Philips,GE,PhilipsGE
FPN,CHUS2 vs VIC1 ,0.58,793,Philips,GE,PhilipsGE
FPN,CHUS3 vs CINQ1 ,0.6,876,Philips,Philips,PhilipsPhilips
FPN,CHUS3 vs CINQ2 ,0.49,573,Philips,Philips,PhilipsPhilips
FPN,CHUS3 vs CINQ3 ,0.66,13,Philips,Philips,PhilipsPhilips
FPN,CHUS3 vs UBC1 ,0.55,31,Philips,Philips,PhilipsPhilips
FPN,CHUS3 vs IUGM1 ,0.6,897,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs IUGM2 ,0.58,604,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs IUGM3 ,0.62,9,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs ISMD1 ,0.54,898,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs ISMD2 ,0.58,358,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs ISMD3 ,0.62,19,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs MNI1 ,0.62,898,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs MNI2 ,0.57,521,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs MNI3 ,0.57,521,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs MNI4 ,0.63,19,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs EDM1 ,0.67,26,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs RRI1 ,0.66,151,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs SASK1 ,0.52,231,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs SUN1 ,0.64,111,Philips,Siemens,PhilipsSiemens
FPN,CHUS3 vs TWH1 ,0.57,364,Philips,GE,PhilipsGE
FPN,CHUS3 vs VIC1 ,0.53,232,Philips,GE,PhilipsGE
FPN,CINQ1 vs CINQ2 ,0.58,303,Philips,Philips,PhilipsPhilips
FPN,CINQ1 vs CINQ3 ,0.78,889,Philips,Philips,PhilipsPhilips
FPN,CINQ1 vs UBC1 ,0.66,845,Philips,Philips,PhilipsPhilips
FPN,CINQ1 vs IUGM1 ,0.74,21,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs IUGM2 ,0.73,272,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs IUGM3 ,0.77,867,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs ISMD1 ,0.58,22,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs ISMD2 ,0.61,518,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs ISMD3 ,0.58,895,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs MNI1 ,0.73,22,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs MNI2 ,0.69,355,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs MNI3 ,0.69,355,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs MNI4 ,0.68,895,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs EDM1 ,0.67,902,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs RRI1 ,0.7,1027,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs SASK1 ,0.6,1107,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs SUN1 ,0.63,987,Philips,Siemens,PhilipsSiemens
FPN,CINQ1 vs TWH1 ,0.76,1240,Philips,GE,PhilipsGE
FPN,CINQ1 vs VIC1 ,0.73,1108,Philips,GE,PhilipsGE
FPN,CINQ2 vs CINQ3 ,0.56,586,Philips,Philips,PhilipsPhilips
FPN,CINQ2 vs UBC1 ,0.67,542,Philips,Philips,PhilipsPhilips
FPN,CINQ2 vs IUGM1 ,0.56,324,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs IUGM2 ,0.63,31,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs IUGM3 ,0.56,564,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs ISMD1 ,0.64,325,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs ISMD2 ,0.5,215,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs ISMD3 ,0.44,592,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs MNI1 ,0.6,325,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs MNI2 ,0.59,52,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs MNI3 ,0.59,52,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs MNI4 ,0.58,592,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs EDM1 ,0.45,599,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs RRI1 ,0.6,724,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs SASK1 ,0.43,804,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs SUN1 ,0.61,684,Philips,Siemens,PhilipsSiemens
FPN,CINQ2 vs TWH1 ,0.55,937,Philips,GE,PhilipsGE
FPN,CINQ2 vs VIC1 ,0.58,805,Philips,GE,PhilipsGE
FPN,CINQ3 vs UBC1 ,0.57,44,Philips,Philips,PhilipsPhilips
FPN,CINQ3 vs IUGM1 ,0.72,910,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs IUGM2 ,0.7,617,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs IUGM3 ,0.72,22,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs ISMD1 ,0.56,911,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs ISMD2 ,0.66,371,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs ISMD3 ,0.66,6,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs MNI1 ,0.73,911,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs MNI2 ,0.69,534,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs MNI3 ,0.69,534,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs MNI4 ,0.69,6,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs EDM1 ,0.71,13,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs RRI1 ,0.74,138,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs SASK1 ,0.61,218,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs SUN1 ,0.66,98,Philips,Siemens,PhilipsSiemens
FPN,CINQ3 vs TWH1 ,0.69,351,Philips,GE,PhilipsGE
FPN,CINQ3 vs VIC1 ,0.64,219,Philips,GE,PhilipsGE
FPN,UBC1 vs IUGM1 ,0.58,866,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs IUGM2 ,0.63,573,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs IUGM3 ,0.66,22,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs ISMD1 ,0.58,867,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs ISMD2 ,0.56,327,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs ISMD3 ,0.5,50,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs MNI1 ,0.59,867,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs MNI2 ,0.57,490,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs MNI3 ,0.57,490,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs MNI4 ,0.58,50,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs EDM1 ,0.56,57,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs RRI1 ,0.61,182,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs SASK1 ,0.51,262,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs SUN1 ,0.61,142,Philips,Siemens,PhilipsSiemens
FPN,UBC1 vs TWH1 ,0.67,395,Philips,GE,PhilipsGE
FPN,UBC1 vs VIC1 ,0.66,263,Philips,GE,PhilipsGE
FPN,IUGM1 vs IUGM2 ,0.84,293,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs IUGM3 ,0.79,888,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs ISMD1 ,0.67,1,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs ISMD2 ,0.71,539,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs ISMD3 ,0.68,916,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs MNI1 ,0.84,1,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs MNI2 ,0.84,376,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs MNI3 ,0.84,376,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs MNI4 ,0.81,916,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs EDM1 ,0.73,923,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs RRI1 ,0.82,1048,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs SASK1 ,0.61,1128,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs SUN1 ,0.73,1008,Siemens,Siemens,SiemensSiemens
FPN,IUGM1 vs TWH1 ,0.66,1261,Siemens,GE,SiemensGE
FPN,IUGM1 vs VIC1 ,0.68,1129,Siemens,GE,SiemensGE
FPN,IUGM2 vs IUGM3 ,0.76,595,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs ISMD1 ,0.71,294,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs ISMD2 ,0.7,246,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs ISMD3 ,0.62,623,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs MNI1 ,0.81,294,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs MNI2 ,0.82,83,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs MNI3 ,0.82,83,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs MNI4 ,0.8,623,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs EDM1 ,0.65,630,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs RRI1 ,0.81,755,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs SASK1 ,0.57,835,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs SUN1 ,0.74,715,Siemens,Siemens,SiemensSiemens
FPN,IUGM2 vs TWH1 ,0.67,968,Siemens,GE,SiemensGE
FPN,IUGM2 vs VIC1 ,0.66,836,Siemens,GE,SiemensGE
FPN,IUGM3 vs ISMD1 ,0.66,889,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs ISMD2 ,0.71,349,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs ISMD3 ,0.66,28,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs MNI1 ,0.79,889,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs MNI2 ,0.73,512,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs MNI3 ,0.73,512,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs MNI4 ,0.75,28,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs EDM1 ,0.7,35,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs RRI1 ,0.74,160,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs SASK1 ,0.67,240,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs SUN1 ,0.67,120,Siemens,Siemens,SiemensSiemens
FPN,IUGM3 vs TWH1 ,0.74,373,Siemens,GE,SiemensGE
FPN,IUGM3 vs VIC1 ,0.7,241,Siemens,GE,SiemensGE
FPN,ISMD1 vs ISMD2 ,0.69,540,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs ISMD3 ,0.59,917,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs MNI1 ,0.72,0,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs MNI2 ,0.67,377,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs MNI3 ,0.67,377,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs MNI4 ,0.68,917,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs EDM1 ,0.54,924,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs RRI1 ,0.69,1049,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs SASK1 ,0.61,1129,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs SUN1 ,0.68,1009,Siemens,Siemens,SiemensSiemens
FPN,ISMD1 vs TWH1 ,0.52,1262,Siemens,GE,SiemensGE
FPN,ISMD1 vs VIC1 ,0.57,1130,Siemens,GE,SiemensGE
FPN,ISMD2 vs ISMD3 ,0.82,377,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs MNI1 ,0.72,540,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs MNI2 ,0.7,163,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs MNI3 ,0.7,163,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs MNI4 ,0.68,377,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs EDM1 ,0.77,384,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs RRI1 ,0.72,509,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs SASK1 ,0.79,589,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs SUN1 ,0.65,469,Siemens,Siemens,SiemensSiemens
FPN,ISMD2 vs TWH1 ,0.54,722,Siemens,GE,SiemensGE
FPN,ISMD2 vs VIC1 ,0.53,590,Siemens,GE,SiemensGE
