Network,Sites,Correlation,Days_Apart,Scanner1,Scanner2,Scanner_Label
FPN,ISMD3 vs MNI1 ,0.69,917,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs MNI2 ,0.64,540,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs MNI3 ,0.64,540,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs MNI4 ,0.69,0,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs EDM1 ,0.82,7,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs RRI1 ,0.72,132,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs SASK1 ,0.82,212,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs SUN1 ,0.63,92,Siemens,Siemens,SiemensSiemens
FPN,ISMD3 vs TWH1 ,0.51,345,Siemens,GE,SiemensGE
FPN,ISMD3 vs VIC1 ,0.5,213,Siemens,GE,SiemensGE
FPN,MNI1 vs MNI2 ,0.83,377,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs MNI3 ,0.83,377,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs MNI4 ,0.83,917,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs EDM1 ,0.72,924,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs RRI1 ,0.81,1049,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs SASK1 ,0.65,1129,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs SUN1 ,0.76,1009,Siemens,Siemens,SiemensSiemens
FPN,MNI1 vs TWH1 ,0.65,1262,Siemens,GE,SiemensGE
FPN,MNI1 vs VIC1 ,0.64,1130,Siemens,GE,SiemensGE
FPN,MNI2 vs MNI3 ,1,0,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs MNI4 ,0.81,540,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs EDM1 ,0.7,547,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs RRI1 ,0.81,672,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs SASK1 ,0.58,752,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs SUN1 ,0.74,632,Siemens,Siemens,SiemensSiemens
FPN,MNI2 vs TWH1 ,0.61,885,Siemens,GE,SiemensGE
FPN,MNI2 vs VIC1 ,0.63,753,Siemens,GE,SiemensGE
FPN,MNI3 vs MNI4 ,0.81,540,Siemens,Siemens,SiemensSiemens
FPN,MNI3 vs EDM1 ,0.7,547,Siemens,Siemens,SiemensSiemens
FPN,MNI3 vs RRI1 ,0.8,672,Siemens,Siemens,SiemensSiemens
FPN,MNI3 vs SASK1 ,0.58,752,Siemens,Siemens,SiemensSiemens
FPN,MNI3 vs SUN1 ,0.74,632,Siemens,Siemens,SiemensSiemens
FPN,MNI3 vs TWH1 ,0.61,885,Siemens,GE,SiemensGE
FPN,MNI3 vs VIC1 ,0.63,753,Siemens,GE,SiemensGE
FPN,MNI4 vs EDM1 ,0.72,7,Siemens,Siemens,SiemensSiemens
FPN,MNI4 vs RRI1 ,0.81,132,Siemens,Siemens,SiemensSiemens
FPN,MNI4 vs SASK1 ,0.63,212,Siemens,Siemens,SiemensSiemens
FPN,MNI4 vs SUN1 ,0.77,92,Siemens,Siemens,SiemensSiemens
FPN,MNI4 vs TWH1 ,0.63,345,Siemens,GE,SiemensGE
FPN,MNI4 vs VIC1 ,0.65,213,Siemens,GE,SiemensGE
FPN,EDM1 vs RRI1 ,0.77,125,Siemens,Siemens,SiemensSiemens
FPN,EDM1 vs SASK1 ,0.76,205,Siemens,Siemens,SiemensSiemens
FPN,EDM1 vs SUN1 ,0.73,85,Siemens,Siemens,SiemensSiemens
FPN,EDM1 vs TWH1 ,0.58,338,Siemens,GE,SiemensGE
FPN,EDM1 vs VIC1 ,0.58,206,Siemens,GE,SiemensGE
FPN,RRI1 vs SASK1 ,0.63,80,Siemens,Siemens,SiemensSiemens
FPN,RRI1 vs SUN1 ,0.85,40,Siemens,Siemens,SiemensSiemens
FPN,RRI1 vs TWH1 ,0.65,213,Siemens,GE,SiemensGE
FPN,RRI1 vs VIC1 ,0.65,81,Siemens,GE,SiemensGE
FPN,SASK1 vs SUN1 ,0.57,120,Siemens,Siemens,SiemensSiemens
FPN,SASK1 vs TWH1 ,0.53,133,Siemens,GE,SiemensGE
FPN,SASK1 vs VIC1 ,0.5,1,Siemens,GE,SiemensGE
FPN,SUN1 vs TWH1 ,0.59,253,Siemens,GE,SiemensGE
FPN,SUN1 vs VIC1 ,0.59,121,Siemens,GE,SiemensGE
FPN,TWH1 vs VIC1 ,0.77,132,GE,GE,GEGE
MOT,CHUM1 vs CHUM2 ,0.83,873,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CHUS1 ,0.66,112,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CHUS2 ,0.71,293,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CHUS3 ,0.57,854,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CINQ1 ,0.72,22,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CINQ2 ,0.61,281,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs CINQ3 ,0.76,867,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs UBC1 ,0.7,823,Philips,Philips,PhilipsPhilips
MOT,CHUM1 vs IUGM1 ,0.6,43,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs IUGM2 ,0.76,250,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs IUGM3 ,0.72,845,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs ISMD1 ,0.72,44,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs ISMD2 ,0.74,496,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs ISMD3 ,0.73,873,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs MNI1 ,0.73,44,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs MNI2 ,0.76,333,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs MNI3 ,0.76,333,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs MNI4 ,0.68,873,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs EDM1 ,0.75,880,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs RRI1 ,0.68,1005,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs SASK1 ,0.75,1085,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs SUN1 ,0.59,965,Philips,Siemens,PhilipsSiemens
MOT,CHUM1 vs TWH1 ,0.62,1218,Philips,GE,PhilipsGE
MOT,CHUM1 vs VIC1 ,0.54,1086,Philips,GE,PhilipsGE
MOT,CHUM2 vs CHUS1 ,0.66,761,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs CHUS2 ,0.71,580,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs CHUS3 ,0.65,19,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs CINQ1 ,0.68,895,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs CINQ2 ,0.55,592,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs CINQ3 ,0.84,6,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs UBC1 ,0.66,50,Philips,Philips,PhilipsPhilips
MOT,CHUM2 vs IUGM1 ,0.63,916,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs IUGM2 ,0.71,623,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs IUGM3 ,0.71,28,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs ISMD1 ,0.63,917,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs ISMD2 ,0.67,377,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs ISMD3 ,0.72,0,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs MNI1 ,0.7,917,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs MNI2 ,0.71,540,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs MNI3 ,0.71,540,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs MNI4 ,0.69,0,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs EDM1 ,0.72,7,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs RRI1 ,0.65,132,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs SASK1 ,0.72,212,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs SUN1 ,0.54,92,Philips,Siemens,PhilipsSiemens
MOT,CHUM2 vs TWH1 ,0.58,345,Philips,GE,PhilipsGE
MOT,CHUM2 vs VIC1 ,0.56,213,Philips,GE,PhilipsGE
MOT,CHUS1 vs CHUS2 ,0.59,181,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs CHUS3 ,0.5,742,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs CINQ1 ,0.57,134,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs CINQ2 ,0.4,169,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs CINQ3 ,0.61,755,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs UBC1 ,0.53,711,Philips,Philips,PhilipsPhilips
MOT,CHUS1 vs IUGM1 ,0.44,155,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs IUGM2 ,0.53,138,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs IUGM3 ,0.51,733,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs ISMD1 ,0.5,156,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs ISMD2 ,0.62,384,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs ISMD3 ,0.66,761,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs MNI1 ,0.52,156,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs MNI2 ,0.51,221,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs MNI3 ,0.51,221,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs MNI4 ,0.47,761,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs EDM1 ,0.67,768,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs RRI1 ,0.63,893,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs SASK1 ,0.57,973,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs SUN1 ,0.5,853,Philips,Siemens,PhilipsSiemens
MOT,CHUS1 vs TWH1 ,0.43,1106,Philips,GE,PhilipsGE
MOT,CHUS1 vs VIC1 ,0.34,974,Philips,GE,PhilipsGE
MOT,CHUS2 vs CHUS3 ,0.66,561,Philips,Philips,PhilipsPhilips
MOT,CHUS2 vs CINQ1 ,0.73,315,Philips,Philips,PhilipsPhilips
MOT,CHUS2 vs CINQ2 ,0.6,12,Philips,Philips,PhilipsPhilips
MOT,CHUS2 vs CINQ3 ,0.69,574,Philips,Philips,PhilipsPhilips
MOT,CHUS2 vs UBC1 ,0.67,530,Philips,Philips,PhilipsPhilips
MOT,CHUS2 vs IUGM1 ,0.63,336,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs IUGM2 ,0.67,43,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs IUGM3 ,0.67,552,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs ISMD1 ,0.65,337,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs ISMD2 ,0.65,203,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs ISMD3 ,0.67,580,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs MNI1 ,0.69,337,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs MNI2 ,0.69,40,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs MNI3 ,0.69,40,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs MNI4 ,0.69,580,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs EDM1 ,0.68,587,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs RRI1 ,0.67,712,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs SASK1 ,0.67,792,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs SUN1 ,0.64,672,Philips,Siemens,PhilipsSiemens
MOT,CHUS2 vs TWH1 ,0.62,925,Philips,GE,PhilipsGE
MOT,CHUS2 vs VIC1 ,0.57,793,Philips,GE,PhilipsGE
MOT,CHUS3 vs CINQ1 ,0.55,876,Philips,Philips,PhilipsPhilips
MOT,CHUS3 vs CINQ2 ,0.54,573,Philips,Philips,PhilipsPhilips
MOT,CHUS3 vs CINQ3 ,0.64,13,Philips,Philips,PhilipsPhilips
MOT,CHUS3 vs UBC1 ,0.53,31,Philips,Philips,PhilipsPhilips
MOT,CHUS3 vs IUGM1 ,0.61,897,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs IUGM2 ,0.62,604,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs IUGM3 ,0.61,9,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs ISMD1 ,0.52,898,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs ISMD2 ,0.49,358,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs ISMD3 ,0.59,19,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs MNI1 ,0.59,898,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs MNI2 ,0.63,521,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs MNI3 ,0.63,521,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs MNI4 ,0.7,19,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs EDM1 ,0.63,26,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs RRI1 ,0.56,151,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs SASK1 ,0.6,231,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs SUN1 ,0.5,111,Philips,Siemens,PhilipsSiemens
MOT,CHUS3 vs TWH1 ,0.46,364,Philips,GE,PhilipsGE
MOT,CHUS3 vs VIC1 ,0.57,232,Philips,GE,PhilipsGE
MOT,CINQ1 vs CINQ2 ,0.58,303,Philips,Philips,PhilipsPhilips
MOT,CINQ1 vs CINQ3 ,0.71,889,Philips,Philips,PhilipsPhilips
MOT,CINQ1 vs UBC1 ,0.72,845,Philips,Philips,PhilipsPhilips
MOT,CINQ1 vs IUGM1 ,0.64,21,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs IUGM2 ,0.68,272,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs IUGM3 ,0.74,867,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs ISMD1 ,0.71,22,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs ISMD2 ,0.66,518,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs ISMD3 ,0.63,895,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs MNI1 ,0.76,22,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs MNI2 ,0.7,355,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs MNI3 ,0.7,355,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs MNI4 ,0.68,895,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs EDM1 ,0.73,902,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs RRI1 ,0.73,1027,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs SASK1 ,0.72,1107,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs SUN1 ,0.74,987,Philips,Siemens,PhilipsSiemens
MOT,CINQ1 vs TWH1 ,0.76,1240,Philips,GE,PhilipsGE
MOT,CINQ1 vs VIC1 ,0.6,1108,Philips,GE,PhilipsGE
MOT,CINQ2 vs CINQ3 ,0.5,586,Philips,Philips,PhilipsPhilips
MOT,CINQ2 vs UBC1 ,0.66,542,Philips,Philips,PhilipsPhilips
MOT,CINQ2 vs IUGM1 ,0.49,324,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs IUGM2 ,0.6,31,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs IUGM3 ,0.59,564,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs ISMD1 ,0.63,325,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs ISMD2 ,0.57,215,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs ISMD3 ,0.51,592,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs MNI1 ,0.59,325,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs MNI2 ,0.59,52,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs MNI3 ,0.59,52,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs MNI4 ,0.58,592,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs EDM1 ,0.55,599,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs RRI1 ,0.55,724,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs SASK1 ,0.58,804,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs SUN1 ,0.58,684,Philips,Siemens,PhilipsSiemens
MOT,CINQ2 vs TWH1 ,0.53,937,Philips,GE,PhilipsGE
MOT,CINQ2 vs VIC1 ,0.58,805,Philips,GE,PhilipsGE
MOT,CINQ3 vs UBC1 ,0.63,44,Philips,Philips,PhilipsPhilips
MOT,CINQ3 vs IUGM1 ,0.68,910,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs IUGM2 ,0.68,617,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs IUGM3 ,0.7,22,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs ISMD1 ,0.57,911,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs ISMD2 ,0.62,371,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs ISMD3 ,0.69,6,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs MNI1 ,0.7,911,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs MNI2 ,0.68,534,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs MNI3 ,0.68,534,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs MNI4 ,0.68,6,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs EDM1 ,0.69,13,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs RRI1 ,0.65,138,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs SASK1 ,0.7,218,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs SUN1 ,0.53,98,Philips,Siemens,PhilipsSiemens
MOT,CINQ3 vs TWH1 ,0.59,351,Philips,GE,PhilipsGE
MOT,CINQ3 vs VIC1 ,0.56,219,Philips,GE,PhilipsGE
MOT,UBC1 vs IUGM1 ,0.62,866,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs IUGM2 ,0.67,573,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs IUGM3 ,0.75,22,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs ISMD1 ,0.7,867,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs ISMD2 ,0.62,327,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs ISMD3 ,0.57,50,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs MNI1 ,0.72,867,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs MNI2 ,0.69,490,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs MNI3 ,0.68,490,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs MNI4 ,0.64,50,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs EDM1 ,0.67,57,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs RRI1 ,0.66,182,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs SASK1 ,0.65,262,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs SUN1 ,0.72,142,Philips,Siemens,PhilipsSiemens
MOT,UBC1 vs TWH1 ,0.7,395,Philips,GE,PhilipsGE
MOT,UBC1 vs VIC1 ,0.58,263,Philips,GE,PhilipsGE
MOT,IUGM1 vs IUGM2 ,0.74,293,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs IUGM3 ,0.77,888,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs ISMD1 ,0.61,1,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs ISMD2 ,0.59,539,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs ISMD3 ,0.64,916,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs MNI1 ,0.72,1,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs MNI2 ,0.78,376,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs MNI3 ,0.78,376,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs MNI4 ,0.77,916,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs EDM1 ,0.68,923,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs RRI1 ,0.54,1048,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs SASK1 ,0.69,1128,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs SUN1 ,0.51,1008,Siemens,Siemens,SiemensSiemens
MOT,IUGM1 vs TWH1 ,0.54,1261,Siemens,GE,SiemensGE
MOT,IUGM1 vs VIC1 ,0.57,1129,Siemens,GE,SiemensGE
MOT,IUGM2 vs IUGM3 ,0.79,595,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs ISMD1 ,0.75,294,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs ISMD2 ,0.71,246,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs ISMD3 ,0.73,623,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs MNI1 ,0.76,294,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs MNI2 ,0.84,83,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs MNI3 ,0.84,83,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs MNI4 ,0.81,623,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs EDM1 ,0.74,630,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs RRI1 ,0.67,755,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs SASK1 ,0.75,835,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs SUN1 ,0.64,715,Siemens,Siemens,SiemensSiemens
MOT,IUGM2 vs TWH1 ,0.61,968,Siemens,GE,SiemensGE
MOT,IUGM2 vs VIC1 ,0.61,836,Siemens,GE,SiemensGE
MOT,IUGM3 vs ISMD1 ,0.76,889,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs ISMD2 ,0.67,349,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs ISMD3 ,0.66,28,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs MNI1 ,0.81,889,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs MNI2 ,0.84,512,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs MNI3 ,0.84,512,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs MNI4 ,0.78,28,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs EDM1 ,0.74,35,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs RRI1 ,0.67,160,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs SASK1 ,0.74,240,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs SUN1 ,0.67,120,Siemens,Siemens,SiemensSiemens
MOT,IUGM3 vs TWH1 ,0.68,373,Siemens,GE,SiemensGE
MOT,IUGM3 vs VIC1 ,0.62,241,Siemens,GE,SiemensGE
MOT,ISMD1 vs ISMD2 ,0.77,540,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs ISMD3 ,0.71,917,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs MNI1 ,0.81,0,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs MNI2 ,0.76,377,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs MNI3 ,0.76,377,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs MNI4 ,0.72,917,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs EDM1 ,0.7,924,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs RRI1 ,0.69,1049,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs SASK1 ,0.76,1129,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs SUN1 ,0.75,1009,Siemens,Siemens,SiemensSiemens
MOT,ISMD1 vs TWH1 ,0.64,1262,Siemens,GE,SiemensGE
MOT,ISMD1 vs VIC1 ,0.55,1130,Siemens,GE,SiemensGE
MOT,ISMD2 vs ISMD3 ,0.84,377,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs MNI1 ,0.72,540,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs MNI2 ,0.69,163,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs MNI3 ,0.69,163,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs MNI4 ,0.67,377,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs EDM1 ,0.73,384,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs RRI1 ,0.7,509,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs SASK1 ,0.77,589,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs SUN1 ,0.61,469,Siemens,Siemens,SiemensSiemens
MOT,ISMD2 vs TWH1 ,0.54,722,Siemens,GE,SiemensGE
MOT,ISMD2 vs VIC1 ,0.49,590,Siemens,GE,SiemensGE
MOT,ISMD3 vs MNI1 ,0.7,917,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs MNI2 ,0.7,540,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs MNI3 ,0.7,540,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs MNI4 ,0.73,0,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs EDM1 ,0.78,7,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs RRI1 ,0.72,132,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs SASK1 ,0.83,212,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs SUN1 ,0.58,92,Siemens,Siemens,SiemensSiemens
MOT,ISMD3 vs TWH1 ,0.51,345,Siemens,GE,SiemensGE
MOT,ISMD3 vs VIC1 ,0.48,213,Siemens,GE,SiemensGE
MOT,MNI1 vs MNI2 ,0.81,377,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs MNI3 ,0.81,377,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs MNI4 ,0.79,917,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs EDM1 ,0.74,924,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs RRI1 ,0.73,1049,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs SASK1 ,0.78,1129,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs SUN1 ,0.75,1009,Siemens,Siemens,SiemensSiemens
MOT,MNI1 vs TWH1 ,0.72,1262,Siemens,GE,SiemensGE
MOT,MNI1 vs VIC1 ,0.58,1130,Siemens,GE,SiemensGE
MOT,MNI2 vs MNI3 ,1,0,Siemens,Siemens,SiemensSiemens
MOT,MNI2 vs MNI4 ,0.81,540,Siemens,Siemens,SiemensSiemens
